"filename", "language", "TypeScript", "TypeScript JSX", "JSON with Comments", "JSON", "Markdown", "YAML", "JavaScript", "CSS", "Python", "Docker", "pip requirements", "HTML", "comment", "blank", "total"
"/Users/wjshewitt/prospect/src/components/sidebar/demographics-panel.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/age-distribution-card.tsx", "TypeScript JSX", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 51
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/data-freshness-indicator.tsx", "TypeScript JSX", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/demographic-skeleton.tsx", "TypeScript JSX", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/demographics-panel.tsx", "TypeScript JSX", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 92
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/empty-state.tsx", "TypeScript JSX", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/metric-card.tsx", "TypeScript JSX", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 74
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/metrics-grid.tsx", "TypeScript JSX", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/source-attribution.tsx", "TypeScript JSX", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/wjshewitt/prospect/src/components/sidebar/demographics/types.ts", "TypeScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/Users/wjshewitt/prospect/src/components/sidebar/development-details.tsx", "TypeScript JSX", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 94
"/Users/wjshewitt/prospect/src/components/sidebar/elevation-analysis.tsx", "TypeScript JSX", 0, 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 197
"/Users/wjshewitt/prospect/src/components/sidebar/procedural-planner-panel.tsx", "TypeScript JSX", 0, 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 162
"/Users/wjshewitt/prospect/src/components/sidebar/solar-analysis.tsx", "TypeScript JSX", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 85
"/Users/wjshewitt/prospect/src/components/sidebar/statistics-sidebar.tsx", "TypeScript JSX", 0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 358
"/Users/wjshewitt/prospect/src/components/sidebar/three-d-editor-panel.tsx", "TypeScript JSX", 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 363
"/Users/wjshewitt/prospect/src/components/terrain/basic-terrain-analysis.tsx", "TypeScript JSX", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 131
"/Users/wjshewitt/prospect/src/components/terrain/terrain-analysis-panel.tsx", "TypeScript JSX", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 125
"/Users/wjshewitt/prospect/src/components/tools/tool-palette.tsx", "TypeScript JSX", 0, 528, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 32, 574
"/Users/wjshewitt/prospect/src/components/tools/zoning/zone-tool.tsx", "TypeScript JSX", 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 58, 476
"/Users/wjshewitt/prospect/src/components/tutorial/tutorial-guide.tsx", "TypeScript JSX", 0, 140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21, 163
"/Users/wjshewitt/prospect/src/components/ui/accordion.tsx", "TypeScript JSX", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 59
"/Users/wjshewitt/prospect/src/components/ui/alert-dialog.tsx", "TypeScript JSX", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 142
"/Users/wjshewitt/prospect/src/components/ui/alert.tsx", "TypeScript JSX", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
